
time,Latitude,Longitude,,
08:30:02:468,37.38875504,-6.00386916,
08:30:03:454,37.38877885,-6.00389984,
08:30:04:458,37.38879275,-6.00392796,
08:30:05:465,37.38881163,-6.00394668,
08:30:06:465,37.38883528,-6.00396512,
08:30:07:466,37.3888553,-6.00399426,
08:30:08:463,37.38887712,-6.00402201,
08:30:09:461,37.38890332,-6.0040421,
08:30:10:463,37.38893061,-6.00405972,
08:30:11:474,37.38895045,-6.00408357,
08:30:12:465,37.38897519,-6.00411468,
08:30:13:464,37.38899728,-6.00414577,
08:30:14:460,37.38901569,-6.00416748,
08:30:15:464,37.38903721,-6.00419264,
08:30:16:464,37.38905432,-6.00421811,
08:30:17:462,37.3890691,-6.00424302,
08:30:18:463,37.38908373,-6.00427152,
08:30:19:463,37.3891002,-6.00430496,
08:30:20:465,37.38911083,-6.00433663,
08:30:21:457,37.3891161,-6.00436983,
08:30:22:462,37.3891201,-6.00440505,
08:30:23:465,37.38913732,-6.00443831,
08:30:24:473,37.38915303,-6.00446467,
08:30:25:474,37.38916466,-6.0044925,
08:30:26:469,37.3891703,-6.00452704,
08:30:27:474,37.38917903,-6.00455799,
08:30:28:472,37.38919214,-6.00459537,
08:30:29:481,37.38920438,-6.00462938,
08:30:30:467,37.38921638,-6.00466428,
08:30:31:464,37.3892307,-6.00469806,
08:30:32:470,37.38924247,-6.00473327,
08:30:33:461,37.3892541,-6.0047593,
08:30:34:465,37.3892675,-6.00478826,
08:30:35:497,37.3892786,-6.00481729,
08:30:36:482,37.38928089,-6.00484175,
08:30:37:481,37.38929033,-6.00486385,
08:30:38:483,37.38931379,-6.00489335,
08:30:39:482,37.38932118,-6.00492625,
08:30:40:482,37.38934418,-6.00496508,
08:30:41:470,37.3893713,-6.00500218,
08:30:42:479,37.38939177,-6.00503534,
08:30:43:482,37.3894139,-6.00507077,
08:30:44:470,37.3894351,-6.00510023,
08:30:45:468,37.38946149,-6.00512877,
08:30:46:457,37.38948574,-6.00515167,
08:30:47:462,37.38950912,-6.00517805,
08:30:48:472,37.38953465,-6.00519576,
08:30:49:471,37.38955504,-6.00520536,
08:30:50:474,37.38956915,-6.00521401,
08:30:51:456,37.38958475,-6.00522433,
08:30:52:473,37.38960196,-6.00523692,
08:30:53:476,37.3896253,-6.00525461,
08:30:54:473,37.38965468,-6.0052722,
08:30:55:477,37.38968044,-6.00528746,
08:30:56:481,37.38970808,-6.00530014,
08:30:57:484,37.38973561,-6.00531359,
08:30:58:487,37.38977014,-6.00533142,
08:30:59:479,37.38980232,-6.00534727,
08:31:00:482,37.3898213,-6.00535823,
08:31:01:467,37.38984299,-6.00537622,
08:31:02:463,37.38986682,-6.00539785,
08:31:03:463,37.3898945,-6.00541768,
08:31:04:470,37.38991144,-6.00542316,
08:31:05:479,37.38993129,-6.00543922,
08:31:06:476,37.38995742,-6.00545249,
08:31:07:487,37.38998334,-6.00546112,
08:31:08:479,37.39001124,-6.00546912,
08:31:09:468,37.39004764,-6.00547547,
08:31:10:472,37.39007924,-6.00548452,
08:31:11:476,37.39010806,-6.0054922,
08:31:12:479,37.39013323,-6.00550317,
08:31:13:480,37.39016033,-6.00552638,
08:31:14:468,37.39018243,-6.00554888,
08:31:15:462,37.39021014,-6.00556683,
08:31:16:472,37.39023636,-6.00558187,
08:31:17:458,37.39026225,-6.00560008,
08:31:18:462,37.39029099,-6.00561766,
08:31:19:454,37.39032291,-6.0056337,
08:31:20:455,37.39035208,-6.00564096,
08:31:21:443,37.39037971,-6.00565078,
08:31:22:443,37.39040606,-6.00565365,
08:31:23:432,37.3904293,-6.00566086,
08:31:24:443,37.39045384,-6.005664,
08:31:25:445,37.39048467,-6.00567374,
08:31:26:448,37.39051312,-6.00566869,
08:31:27:445,37.3905173,-6.00568068,
08:31:28:437,37.39054423,-6.00569012,
08:31:29:451,37.39058684,-6.00568561,
08:31:30:462,37.39062218,-6.00567887,
08:31:31:465,37.39065917,-6.0056821,
08:31:32:452,37.39069846,-6.00567794,
08:31:33:453,37.39073974,-6.00568032,
08:31:34:457,37.39076508,-6.00567701,
08:31:35:459,37.39078352,-6.00567027,
08:31:36:450,37.39081086,-6.00566477,
08:31:37:470,37.39083605,-6.00566583,
08:31:38:476,37.39086813,-6.00566363,
08:31:39:479,37.3908972,-6.00566234,
08:31:40:484,37.39092568,-6.00565676,
08:31:41:471,37.39095551,-6.00564975,
08:31:42:474,37.39097666,-6.00565675,
08:31:43:478,37.39100448,-6.00566055,
08:31:44:476,37.39103403,-6.00565394,
08:31:45:472,37.39106413,-6.00565586,
08:31:46:471,37.39109559,-6.00566019,
08:31:47:479,37.39112675,-6.00566637,
08:31:48:482,37.39115347,-6.00567644,
08:31:49:484,37.39117684,-6.00567824,
08:31:50:482,37.39119683,-6.00567834,
08:31:51:473,37.39121762,-6.00567687,
08:31:52:481,37.39124277,-6.00567973,
08:31:53:483,37.39127291,-6.0056807,
08:31:54:482,37.39129962,-6.0056783,
08:31:55:482,37.39132585,-6.00567146,
08:31:56:466,37.39135806,-6.00567273,
08:31:57:467,37.39139212,-6.00567472,
08:31:58:469,37.39142019,-6.0056778,
08:31:59:467,37.3914483,-6.00568042,
08:32:00:481,37.39147153,-6.005679,
08:32:01:481,37.39149746,-6.00568145,
08:32:02:471,37.39152603,-6.00568667,
08:32:03:486,37.3915545,-6.00568866,
08:32:04:476,37.39158516,-6.00569103,
08:32:05:480,37.39161608,-6.00568642,
08:32:06:462,37.39164929,-6.00568428,
08:32:07:479,37.3916822,-6.00567861,
08:32:08:479,37.39171284,-6.00567531,
08:32:09:481,37.39174571,-6.0056712,
08:32:10:469,37.3917783,-6.00567154,
08:32:11:465,37.39180622,-6.00566741,
08:32:12:474,37.39183298,-6.00565949,
08:32:13:477,37.39185522,-6.00565387,
08:32:14:482,37.39187432,-6.00564223,
08:32:15:474,37.39190135,-6.00563885,
08:32:16:476,37.39192901,-6.00564085,
08:32:17:477,37.39195614,-6.00564127,
08:32:18:477,37.3919845,-6.00563884,
08:32:19:476,37.39201277,-6.00562949,
08:32:20:473,37.3920419,-6.00562076,
08:32:21:487,37.39206906,-6.00561233,
08:32:22:483,37.39210232,-6.00560532,
08:32:23:481,37.39212951,-6.00559946,
08:32:24:486,37.3921648,-6.005601,
08:32:25:489,37.39220043,-6.0056021,
08:32:26:490,37.39222722,-6.00559216,
08:32:27:481,37.39226068,-6.00558438,
08:32:28:474,37.3922921,-6.00557908,
08:32:29:482,37.39232722,-6.00557206,
08:32:30:467,37.3923553,-6.0055602,
08:32:31:478,37.39238094,-6.00555499,
08:32:32:482,37.39240616,-6.00555236,
08:32:33:466,37.39242821,-6.00554749,
08:32:34:473,37.39244468,-6.00553981,
08:32:35:472,37.39247067,-6.00552943,
08:32:36:483,37.39249995,-6.00552339,
08:32:37:480,37.39253135,-6.00551822,
08:32:38:481,37.3925636,-6.00551251,
08:32:39:482,37.39259347,-6.00550044,
08:32:40:482,37.39261679,-6.0054935,
08:32:41:483,37.3926432,-6.0054899,
08:32:42:484,37.39266366,-6.00548786,
08:32:43:476,37.39268494,-6.0054867,
08:32:44:478,37.39270743,-6.00548427,
08:32:45:481,37.39273394,-6.00547873,
08:32:46:471,37.3927685,-6.0054808,
08:32:47:478,37.39280283,-6.00547405,
08:32:48:495,37.39283214,-6.00546165,
08:32:49:481,37.39286249,-6.00545151,
08:32:50:483,37.39289352,-6.00544757,
08:32:51:482,37.39291985,-6.00543776,
08:32:52:482,37.39294521,-6.00542485,
08:32:53:483,37.39297399,-6.00541554,
08:32:54:482,37.39300048,-6.00540452,
08:32:55:476,37.39303517,-6.00539462,
08:32:56:475,37.39306248,-6.00538385,
08:32:57:484,37.39309093,-6.00537739,
08:32:58:482,37.39312117,-6.00536442,
08:32:59:466,37.39315125,-6.00535587,
08:33:00:469,37.39318455,-6.00535511,
08:33:01:478,37.39320583,-6.00535767,
08:33:02:482,37.39322558,-6.00535663,
08:33:03:478,37.39324723,-6.00536524,
08:33:04:476,37.39327262,-6.00536575,
08:33:05:481,37.3933013,-6.00535749,
08:33:06:468,37.39333582,-6.0053533,
08:33:07:464,37.39337149,-6.00535274,
08:33:08:468,37.39340144,-6.00534547,
08:33:09:457,37.3934409,-6.00534574,
08:33:10:473,37.39347342,-6.00534792,
08:33:11:473,37.39350715,-6.00534386,
08:33:12:474,37.39353309,-6.00532668,
08:33:13:465,37.39355741,-6.00530648,
08:33:14:466,37.39358527,-6.00529461,
08:33:15:468,37.39361357,-6.0052824,
08:33:16:470,37.39363953,-6.00527886,
08:33:17:474,37.39366437,-6.00527139,
08:33:18:474,37.39369351,-6.00526293,
08:33:19:474,37.39372511,-6.00525043,
08:33:20:476,37.39375274,-6.00523674,
08:33:21:464,37.39378195,-6.00522539,
08:33:22:471,37.3938046,-6.00521496,
08:33:23:464,37.39383316,-6.00520736,
08:33:24:464,37.39386073,-6.00519462,
08:33:25:480,37.39388474,-6.00517671,
08:33:26:492,37.39391291,-6.00515844,
08:33:27:482,37.39393413,-6.00514413,
08:33:28:480,37.39396023,-6.00513457,
08:33:29:464,37.39398811,-6.00512313,
08:33:30:467,37.39401579,-6.00511139,
08:33:31:453,37.39404286,-6.00510033,
08:33:32:458,37.3940611,-6.00508334,
08:33:33:464,37.39408496,-6.00507414,
08:33:34:462,37.39411041,-6.00507187,
08:33:35:459,37.39413384,-6.00507223,
08:33:36:467,37.39415977,-6.0050673,
08:33:37:475,37.3941884,-6.00505828,
08:33:38:463,37.39421397,-6.00504859,
08:33:39:453,37.39424435,-6.00503626,
08:33:40:464,37.39427422,-6.00501712,
08:33:41:461,37.39430018,-6.00499473,
08:33:42:464,37.39432648,-6.00497054,
08:33:43:468,37.39435167,-6.0049501,
08:33:44:458,37.39438307,-6.00493732,
08:33:45:460,37.39441322,-6.00492575,
08:33:46:463,37.39444165,-6.00490652,
08:33:47:465,37.39447843,-6.00489585,
08:33:48:466,37.3945097,-6.00488095,
08:33:49:463,37.39453993,-6.00486081,
08:33:50:463,37.3945557,-6.00484971,
08:33:51:467,37.39458173,-6.00485324,
08:33:52:467,37.39460591,-6.00485479,
08:33:53:460,37.39462878,-6.00484455,
08:33:54:463,37.39465179,-6.00483362,
08:33:55:463,37.39468304,-6.00482748,
08:33:56:468,37.39471625,-6.00481971,
08:33:57:471,37.39475023,-6.00480513,
08:33:58:461,37.3947842,-6.00478916,
08:33:59:463,37.39481704,-6.00477096,
08:34:00:467,37.39485148,-6.00475631,
08:34:01:471,37.39488915,-6.00473312,
08:34:02:476,37.39493259,-6.0047151,
08:34:03:465,37.39497286,-6.00469766,
08:34:04:467,37.39499213,-6.00467372,
08:34:05:478,37.39501168,-6.0046498,
08:34:06:466,37.39503034,-6.00462651,
08:34:07:464,37.39505151,-6.00460926,
08:34:08:470,37.39507275,-6.00460027,
08:34:09:472,37.39509565,-6.00461858,
08:34:10:464,37.39511853,-6.00461448,
08:34:11:462,37.395137,-6.0045957,
08:34:12:466,37.39515586,-6.00457599,
08:34:13:464,37.39517678,-6.00455241,
08:34:14:470,37.39520031,-6.00451753,
08:34:15:479,37.39522556,-6.00448887,
08:34:16:470,37.39525032,-6.0044626,
08:34:17:473,37.39528282,-6.0044432,
08:34:18:474,37.39531132,-6.00441742,
08:34:19:477,37.39533834,-6.0043966,
08:34:20:478,37.39536678,-6.00437643,
08:34:21:482,37.39539588,-6.00435925,
08:34:22:468,37.39541774,-6.00435079,
08:34:23:467,37.39543854,-6.00434087,
08:34:24:477,37.39546416,-6.00432889,
08:34:25:483,37.39549624,-6.00431046,
08:34:26:482,37.39552394,-6.00429884,
08:34:27:476,37.39555861,-6.00427896,
08:34:28:472,37.39559173,-6.00426489,
08:34:29:485,37.39561852,-6.00424771,
08:34:30:482,37.39564405,-6.00422635,
08:34:31:465,37.39566531,-6.00419658,
08:34:32:476,37.39568124,-6.00417294,
08:34:33:482,37.39569688,-6.00414957,
08:34:34:486,37.39571474,-6.00412576,
08:34:35:465,37.39573096,-6.00410368,
08:34:36:477,37.39574892,-6.00408898,
08:34:37:477,37.39577594,-6.0040629,
08:34:38:481,37.39580513,-6.00403894,
08:34:39:482,37.39583172,-6.00400818,
08:34:40:478,37.39585537,-6.003979,
08:34:41:470,37.39587901,-6.00395027,
08:34:42:463,37.3959041,-6.00392461,
08:34:43:462,37.39593296,-6.00389355,
08:34:44:465,37.39596771,-6.00386855,
08:34:45:464,37.39599569,-6.00384459,
08:34:46:466,37.3960241,-6.00382697,
08:34:47:469,37.39605217,-6.00381523,
08:34:48:472,37.39607155,-6.00380123,
08:34:49:483,37.39609421,-6.00378777,
08:34:50:477,37.39611538,-6.00376866,
08:34:51:498,37.39613139,-6.00375094,
08:34:52:484,37.39615698,-6.00374581,
08:34:53:487,37.39618545,-6.00374159,
08:34:54:482,37.39621327,-6.00373027,
08:34:55:478,37.39624394,-6.00370852,
08:34:56:482,37.39626954,-6.00368381,
08:34:57:487,37.3962931,-6.00365171,
08:34:58:484,37.39631506,-6.00361884,
08:34:59:479,37.39633324,-6.00358584,
08:35:00:481,37.39635704,-6.003555,
08:35:01:464,37.3963767,-6.0035258,
08:35:02:469,37.39639703,-6.00349893,
08:35:03:463,37.39641704,-6.00347049,
08:35:04:458,37.39643877,-6.00344159,
08:35:05:461,37.39645927,-6.00342018,
08:35:06:449,37.39648821,-6.00340048,
08:35:07:475,37.39651748,-6.00337521,
08:35:08:477,37.39653728,-6.00335084,
08:35:09:476,37.39655954,-6.00333222,
08:35:10:471,37.39658261,-6.00331243,
08:35:11:476,37.39660669,-6.00329425,
08:35:12:474,37.39663118,-6.00327471,
08:35:13:468,37.39665672,-6.00325312,
08:35:14:475,37.39667681,-6.00323063,
08:35:15:477,37.39669928,-6.00320474,
08:35:16:456,37.39671945,-6.0031758,
08:35:17:479,37.39674616,-6.00316717,
08:35:18:472,37.39677252,-6.00314349,
08:35:19:473,37.39679625,-6.00311375,
08:35:20:463,37.39682178,-6.00308368,
08:35:21:464,37.39684209,-6.00306019,
08:35:22:463,37.39686598,-6.00303764,
08:35:23:467,37.39689271,-6.00301476,
08:35:24:468,37.39692094,-6.00299702,
08:35:25:476,37.39694624,-6.00297098,
08:35:26:472,37.39697629,-6.0029529,
08:35:27:482,37.39699539,-6.00292889,
08:35:28:464,37.39701642,-6.00290469,
08:35:29:453,37.3970344,-6.00288691,
08:35:30:458,37.39705267,-6.00286241,
08:35:31:481,37.39707663,-6.00284524,
08:35:32:485,37.39709773,-6.00281914,
08:35:33:477,37.39712114,-6.00279751,
08:35:34:470,37.39714819,-6.00277806,
08:35:35:480,37.39717917,-6.00276054,
08:35:36:482,37.39720667,-6.00274124,
08:35:37:489,37.39723048,-6.00272279,
08:35:38:479,37.39725919,-6.00271292,
08:35:39:478,37.39728496,-6.00270386,
08:35:40:483,37.39730866,-6.00269078,
08:35:41:469,37.39733197,-6.00267162,
08:35:42:483,37.39735771,-6.0026503,
08:35:43:472,37.39738721,-6.00263307,
08:35:44:479,37.39741366,-6.00261605,
08:35:45:472,37.39743937,-6.00260234,
08:35:46:468,37.3974657,-6.00258023,
08:35:47:469,37.39748045,-6.00255523,
08:35:48:485,37.39749759,-6.00252897,
08:35:49:481,37.39751977,-6.00250956,
08:35:50:479,37.39754378,-6.00249054,
08:35:51:468,37.3975702,-6.00246729,
08:35:52:476,37.39759265,-6.00243802,
08:35:53:482,37.39761335,-6.00240849,
08:35:54:485,37.39763597,-6.00237715,
08:35:55:477,37.39765469,-6.00234931,
08:35:56:474,37.39767314,-6.00231561,
08:35:57:481,37.39769528,-6.00229323,
08:35:58:476,37.39771613,-6.00227449,
08:35:59:470,37.39772989,-6.00225128,
08:36:00:468,37.39774547,-6.00222249,
08:36:01:479,37.39776682,-6.0021961,
08:36:02:480,37.39779188,-6.00217526,
08:36:03:468,37.39781555,-6.00215944,
08:36:04:467,37.39783996,-6.00214023,
08:36:05:476,37.39786234,-6.00212022,
08:36:06:481,37.39788322,-6.00209276,
08:36:07:464,37.3979015,-6.00207652,
08:36:08:467,37.3979231,-6.00205411,
08:36:09:473,37.39794849,-6.00203586,
08:36:10:476,37.39797092,-6.00201209,
08:36:11:473,37.39799107,-6.00198996,
08:36:12:463,37.39801343,-6.00196867,
08:36:13:468,37.39804202,-6.00194402,
08:36:14:475,37.39807071,-6.00192322,
08:36:15:479,37.39809772,-6.0018993,
08:36:16:483,37.39812666,-6.0018731,
08:36:17:482,37.3981488,-6.00184437,
08:36:18:469,37.39816891,-6.00181486,
08:36:19:462,37.39819333,-6.00178441,
08:36:20:467,37.398215,-6.00176105,
08:36:21:480,37.39824149,-6.00175874,
08:36:22:481,37.39826772,-6.00174926,
08:36:23:477,37.39830051,-6.00172767,
08:36:24:466,37.39831717,-6.00169205,
08:36:25:467,37.39833524,-6.00166518,
08:36:26:480,37.39836588,-6.00165865,
08:36:27:473,37.39839616,-6.00164964,
08:36:28:454,37.39841242,-6.00161554,
08:36:29:462,37.39842516,-6.00158603,
08:36:30:464,37.39844519,-6.00155862,
08:36:31:466,37.39846632,-6.00152896,
08:36:32:476,37.39847948,-6.00150545,
08:36:33:474,37.39849239,-6.00147906,
08:36:34:469,37.39850925,-6.00145557,
08:36:35:473,37.39853199,-6.00143337,
08:36:36:476,37.39855429,-6.00141043,
08:36:37:463,37.39857774,-6.00139044,
08:36:38:465,37.3985972,-6.00136975,
08:36:39:464,37.39861546,-6.00135139,
08:36:40:474,37.39864164,-6.00133656,
08:36:41:468,37.39867195,-6.00131783,
08:36:42:482,37.39870479,-6.00129916,
08:36:43:472,37.39873339,-6.00128672,
08:36:44:474,37.39876009,-6.00127464,
08:36:45:476,37.39877977,-6.00125581,
08:36:46:481,37.39879959,-6.00123338,
08:36:47:460,37.39882182,-6.00120948,
08:36:48:466,37.39884563,-6.00118203,
08:36:49:472,37.3988763,-6.00116105,
08:36:50:493,37.39890382,-6.00113956,
08:36:51:482,37.39892254,-6.00111489,
08:36:52:484,37.3989412,-6.00109028,
08:36:53:474,37.39896639,-6.00106505,
08:36:54:462,37.39899555,-6.00104208,
08:36:55:459,37.39902656,-6.00102556,
08:36:56:463,37.39905312,-6.00101119,
08:36:57:473,37.39908082,-6.00099666,
08:36:58:472,37.39910238,-6.00098401,
08:36:59:470,37.39912301,-6.00096801,
08:37:00:470,37.39914623,-6.00094624,
08:37:01:466,37.39916978,-6.00092766,
08:37:02:469,37.39919473,-6.00090412,
08:37:03:461,37.39921698,-6.00088379,
08:37:04:461,37.39924283,-6.00085696,
08:37:05:465,37.39926469,-6.00082916,
08:37:06:464,37.39928826,-6.00080069,
08:37:07:464,37.39930878,-6.00077119,
08:37:08:468,37.39933117,-6.0007483,
08:37:09:462,37.39935865,-6.00072821,
08:37:10:468,37.39938775,-6.00070878,
08:37:11:468,37.39940942,-6.0006849,
08:37:12:474,37.3994353,-6.00065942,
08:37:13:474,37.39945588,-6.00063035,
08:37:14:467,37.39947487,-6.00060085,
08:37:15:471,37.39949018,-6.00057142,
08:37:16:471,37.39951093,-6.00054602,
08:37:17:454,37.39952372,-6.00051534,
08:37:18:469,37.3995432,-6.00051623,
08:37:19:472,37.3995644,-6.00051018,
08:37:20:461,37.39958785,-6.00048484,
08:37:21:471,37.39962028,-6.00047107,
08:37:22:482,37.39965064,-6.00045805,
08:37:23:480,37.39968451,-6.00043979,
08:37:24:483,37.39972019,-6.00042851,
08:37:25:483,37.39975487,-6.00042101,
08:37:26:478,37.39978525,-6.00040266,
08:37:27:481,37.39981264,-6.00038004,
08:37:28:467,37.39984288,-6.00035642,
08:37:29:466,37.39986015,-6.00033905,
08:37:30:478,37.399877,-6.00031971,
08:37:31:483,37.39989467,-6.00029828,
08:37:32:478,37.39991409,-6.0002711,
08:37:33:489,37.39993516,-6.00024273,
08:37:34:486,37.39995598,-6.00021811,
08:37:35:477,37.39997887,-6.00019984,
08:37:36:472,37.40000302,-6.00017939,
08:37:37:469,37.40002597,-6.00015775,
08:37:38:469,37.40004334,-6.00013609,
08:37:39:477,37.4000516,-6.00011119,
08:37:40:458,37.40006917,-6.00008472,
08:37:41:462,37.40008632,-6.0000735,
08:37:42:454,37.40010061,-6.00005792,
08:37:43:453,37.40011882,-6.0000373,
08:37:44:461,37.40014382,-6.00001645,
08:37:45:462,37.40016623,-5.9999947,
08:37:46:464,37.40018368,-5.99997195,
08:37:47:469,37.40020593,-5.99994727,
08:37:48:457,37.40022805,-5.99992416,
08:37:49:474,37.40026015,-5.99990656,
08:37:50:486,37.40028515,-5.99988496,
08:37:51:474,37.40031204,-5.99985816,
08:37:52:475,37.40033993,-5.99983353,
08:37:53:477,37.4003668,-5.99981075,
08:37:54:481,37.40040015,-5.99979318,
08:37:55:481,37.40042884,-5.99977136,
08:37:56:473,37.40045834,-5.99974777,
08:37:57:454,37.40048189,-5.99972151,
08:37:58:465,37.40050715,-5.99969469,
08:37:59:466,37.40052865,-5.9996683,
08:38:00:465,37.40054447,-5.99964207,
08:38:01:464,37.40055555,-5.99964301,
08:38:02:469,37.40056977,-5.99962444,
08:38:03:466,37.40058778,-5.99958812,
08:38:04:468,37.40060901,-5.99955429,
08:38:05:466,37.40063044,-5.99952681,
08:38:06:467,37.40065144,-5.99950366,
08:38:07:466,37.40067867,-5.99948058,
08:38:08:464,37.40071021,-5.99946014,
08:38:09:467,37.40074478,-5.99943655,
08:38:10:466,37.40077155,-5.99941117,
08:38:11:462,37.40079584,-5.99938408,
08:38:12:466,37.40081865,-5.99935837,
08:38:13:468,37.40084895,-5.99933698,
08:38:14:452,37.40086985,-5.99931806,
08:38:15:477,37.40089194,-5.99930401,
08:38:16:483,37.40091129,-5.99929109,
08:38:17:478,37.40092717,-5.99927251,
08:38:18:468,37.4009455,-5.99924583,
08:38:19:472,37.40096885,-5.99922273,
08:38:20:480,37.40099438,-5.99919896,
08:38:21:482,37.4010192,-5.99917968,
08:38:22:476,37.40104318,-5.99916094,
08:38:23:474,37.4010704,-5.99914154,
08:38:24:479,37.40110077,-5.99912136,
08:38:25:472,37.40112479,-5.99910219,
08:38:26:485,37.40115068,-5.9990851,
08:38:27:481,37.40117436,-5.99906422,
08:38:28:480,37.40119842,-5.99904452,
08:38:29:481,37.40121535,-5.9990193,
08:38:30:461,37.40123521,-5.99899165,
08:38:31:466,37.40124715,-5.99896154,
08:38:32:469,37.40126311,-5.99893636,
08:38:33:455,37.40128332,-5.99890863,
08:38:34:463,37.40131127,-5.99889976,
08:38:35:468,37.40134852,-5.99888942,
08:38:36:477,37.40138953,-5.99887245,
08:38:37:490,37.40142315,-5.99885085,
08:38:38:481,37.40145353,-5.99882897,
08:38:39:482,37.40147993,-5.99881113,
08:38:40:479,37.40150491,-5.99878802,
08:38:41:481,37.40152617,-5.9987605,
08:38:42:477,37.40154818,-5.99872961,
08:38:43:481,37.40156829,-5.99869837,
08:38:44:469,37.40159473,-5.99867107,
08:38:45:478,37.40161157,-5.99865222,
08:38:46:474,37.4016322,-5.99863208,
08:38:47:459,37.40165444,-5.9986121,
08:38:48:481,37.40167794,-5.99858875,
08:38:49:485,37.40170327,-5.99856859,
08:38:50:478,37.40171881,-5.99854392,
08:38:51:482,37.40173522,-5.99851884,
08:38:52:482,37.40175166,-5.99849103,
08:38:53:483,37.40177162,-5.99846771,
08:38:54:483,37.40179256,-5.99844159,
08:38:55:498,37.40181958,-5.99842191,
08:38:56:498,37.40183951,-5.99840584,
08:38:57:486,37.40185903,-5.99838934,
08:38:58:483,37.40188164,-5.99836362,
08:38:59:475,37.40190718,-5.99834541,
08:39:00:479,37.4019286,-5.99832138,
08:39:01:477,37.40195523,-5.99830021,
08:39:02:477,37.40198713,-5.99827418,
08:39:03:471,37.40201682,-5.99824638,
08:39:04:456,37.40203993,-5.99822466,
08:39:05:459,37.4020562,-5.99820157,
08:39:06:461,37.40207431,-5.99817559,
08:39:07:480,37.40209378,-5.99815445,
08:39:08:482,37.4021154,-5.998128,
08:39:09:497,37.40213677,-5.99809903,
08:39:10:483,37.40215969,-5.99806973,
08:39:11:466,37.40219052,-5.99804289,
08:39:12:472,37.40221222,-5.99801864,
08:39:13:476,37.4022343,-5.99799685,
08:39:14:475,37.40225677,-5.99797591,
08:39:15:473,37.40228149,-5.9979574,
08:39:16:468,37.40230692,-5.99794008,
08:39:17:483,37.40233288,-5.99792314,
08:39:18:495,37.40236359,-5.9979061,
08:39:19:488,37.40239089,-5.99788991,
08:39:20:466,37.40241544,-5.99787452,
08:39:21:485,37.40244374,-5.99785186,
08:39:22:470,37.40246718,-5.99782927,
08:39:23:481,37.40249144,-5.9978097,
08:39:24:483,37.40251513,-5.99779014,
08:39:25:477,37.40253401,-5.99776421,
08:39:26:485,37.40255995,-5.99774371,
08:39:27:483,37.40258421,-5.99772109,
08:39:28:482,37.40261095,-5.99769489,
08:39:29:480,37.40263246,-5.99766887,
08:39:30:467,37.40265486,-5.9976469,
08:39:31:479,37.40267907,-5.99762561,
08:39:32:466,37.40269962,-5.99760813,
08:39:33:465,37.40272611,-5.99758381,
08:39:34:480,37.40274591,-5.99756347,
08:39:35:483,37.40276967,-5.99753738,
08:39:36:479,37.40279057,-5.99751566,
08:39:37:484,37.40280898,-5.99748975,
08:39:38:483,37.40282794,-5.99746647,
08:39:39:484,37.40285309,-5.99745586,
08:39:40:491,37.40287949,-5.99743775,
08:39:41:490,37.40290322,-5.99740983,
08:39:42:472,37.40292152,-5.99738017,
08:39:43:475,37.40294154,-5.99735003,
08:39:44:476,37.4029622,-5.99732685,
08:39:45:468,37.40298274,-5.99730806,
08:39:46:479,37.4030014,-5.99728566,
08:39:47:476,37.40301894,-5.99726785,
08:39:48:476,37.40304134,-5.99724722,
08:39:49:478,37.40306521,-5.99722506,
