time,ax,ay,az,aT
162.1150,0.0179,0.1211,0.0036,0.122
162.1160,0.1177,0.0539,0.3167,0.342
162.1210,0.3206,-0.1614,-0.0446,0.362
162.1260,0.1053,-0.1159,-0.1449,0.213
162.1320,-0.0738,0.1685,0.0154,0.185
162.1380,-0.1145,0.1921,0.0536,0.230
162.1400,0.0980,0.0435,0.0894,0.140
162.1470,0.0215,-0.0139,-0.0972,0.100
162.1500,-0.0188,0.1581,-0.0779,0.177
162.1550,0.0672,0.1316,0.1468,0.208
162.1600,0.2246,-0.0670,0.2327,0.330
162.1650,0.0596,-0.1458,-0.1380,0.209
162.1700,0.0957,0.1363,-0.1522,0.226
162.1760,0.0190,0.1889,0.2208,0.291
162.1800,0.1240,0.0453,-0.0089,0.132
162.1850,-0.1937,-0.0767,-0.2311,0.311
162.1900,-0.3197,0.0501,-0.2213,0.392
162.1950,-0.2308,0.1553,0.1900,0.337
162.2010,0.1253,-0.0120,0.1372,0.186
162.2090,0.1683,-0.1506,-0.2334,0.325
162.2110,-0.0561,-0.1265,-0.2832,0.315
162.2170,-0.2232,-0.0568,0.4460,0.502
162.2190,-0.0798,0.0390,0.2184,0.236
162.2240,0.0877,0.1156,-0.2550,0.293
162.2300,-0.1247,-0.0087,-0.2810,0.308
162.2340,-0.0912,-0.0444,0.3168,0.333
162.2390,0.0638,-0.1184,0.2686,0.300
162.2440,0.0712,-0.1254,-0.1834,0.233
162.2520,-0.3134,-0.0965,-0.1975,0.383
162.2540,-0.3323,-0.0868,0.4647,0.578
162.2580,-0.1030,-0.1129,0.1463,0.212
162.2640,0.0142,0.0402,-0.2315,0.235
162.2680,-0.1839,0.0497,-0.1045,0.217
162.2730,-0.0048,0.1763,0.5289,0.558
162.2780,0.0044,-0.0415,-0.0716,0.083
162.2830,-0.1604,0.0183,-0.1671,0.232
162.2880,-0.2150,-0.0725,-0.0904,0.244
162.2930,0.0073,-0.0031,0.3040,0.304
162.2980,0.0859,-0.1584,-0.2030,0.271
162.3080,-0.1984,-0.0388,-0.2052,0.288
162.3100,-0.1264,-0.1296,-0.0448,0.187
162.3140,0.1125,0.0114,0.4237,0.438
162.3180,0.4992,-0.0484,-0.1337,0.519
162.3230,0.3817,-0.1655,-0.1407,0.439
162.3280,0.2187,-0.1080,0.0554,0.250
162.3320,0.0846,0.1119,-0.0354,0.145
162.3370,-0.0684,0.1474,-0.1286,0.207
162.3420,-0.1065,0.0587,-0.1165,0.168
162.3480,-0.1400,0.0297,0.0701,0.159
162.3520,-0.0202,0.0822,-0.2192,0.235
162.3570,-0.1679,-0.0064,-0.0421,0.173
162.3620,0.0259,-0.0972,0.2687,0.287
162.3690,0.0499,0.1156,0.0389,0.132
162.3720,0.1745,0.1321,-0.3483,0.411
162.3770,0.1193,0.1367,0.2329,0.295
162.3820,0.2241,0.0171,0.2995,0.374
162.3870,-0.0388,0.1628,-0.2338,0.288
162.3960,-0.0764,0.1434,-0.3793,0.413
162.3960,-0.2364,-0.0096,0.0896,0.253
162.4010,0.1459,-0.0764,0.3667,0.402
162.4060,0.1074,-0.0095,-0.2145,0.240
162.4110,-0.0811,-0.0047,-0.2549,0.267
162.4160,-0.1645,-0.0451,0.3477,0.387
162.4200,0.2368,-0.0186,0.2230,0.326
162.4250,0.1123,0.1749,-0.5850,0.621
162.4330,0.0075,0.1724,-0.3812,0.418
162.4370,-0.2271,0.0098,0.3840,0.446
162.4400,0.0404,-0.2363,0.1374,0.276
162.4450,-0.1194,-0.2646,-0.4124,0.504
162.4500,-0.1260,-0.0873,-0.0654,0.167
162.4550,-0.1239,0.1733,0.3242,0.388
162.4610,0.1913,-0.0204,-0.1422,0.239
162.4670,0.0764,-0.1638,0.0779,0.197
162.4700,0.0762,0.0419,0.0563,0.104
162.4740,0.0353,0.2330,0.1040,0.258
162.4830,0.1377,-0.0135,-0.0587,0.150
162.4900,0.0561,-0.0422,0.0920,0.116
162.4910,-0.0371,0.0294,-0.1543,0.161
162.4950,0.0202,0.1393,-0.0728,0.159
162.5050,-0.0973,-0.0950,0.0372,0.141
162.5060,-0.0806,-0.1571,0.1471,0.230
162.5090,-0.0828,-0.0255,-0.0395,0.095
162.5150,0.2209,0.1466,-0.3263,0.420
162.5190,0.2420,-0.1595,0.1593,0.331
162.5240,0.5998,-0.2190,0.2379,0.681
162.5290,0.2814,0.0583,-0.1615,0.330
162.5350,0.0881,0.2540,-0.2712,0.382
162.5380,-0.1127,0.1198,0.2836,0.328
162.5430,0.0997,-0.0644,0.3119,0.334
162.5500,0.0902,0.0168,-0.4078,0.418
162.5530,-0.1484,0.1649,-0.2209,0.313
162.5580,-0.0812,0.0907,0.4748,0.490
162.5650,0.2365,-0.1746,0.3069,0.425
162.5680,0.1983,-0.0717,-0.3913,0.444
162.5730,0.2463,0.1363,-0.0801,0.293
162.5790,0.0808,0.1410,0.6919,0.711
162.5850,0.1236,0.0955,0.0673,0.170
162.5890,-0.1414,0.0786,-0.4514,0.479
162.5940,-0.2483,0.1669,-0.2596,0.396
162.6000,-0.2028,0.0592,0.5031,0.546
162.6050,0.0170,-0.1606,0.0292,0.164
162.6070,-0.0162,-0.1149,-0.4559,0.470
162.6120,-0.0015,0.0909,0.0393,0.099
162.6180,-0.0496,0.0981,0.5149,0.526
162.6220,0.0794,-0.0597,0.1844,0.210
162.6270,0.0939,0.0598,-0.4348,0.449
162.6330,0.0389,0.0647,-0.0757,0.107
162.6370,0.0240,0.0194,0.5433,0.544
162.6420,0.1100,-0.1980,0.0384,0.230
162.6470,-0.1192,-0.1787,-0.4659,0.513
162.6510,-0.2767,0.0629,-0.0041,0.284
162.6560,-0.0378,0.0056,0.4428,0.444
162.6610,0.0815,0.0032,0.1340,0.157
162.6660,-0.0140,-0.0542,-0.5067,0.510
162.6710,-0.0928,0.0964,0.0054,0.134
162.6770,0.0837,0.0294,0.3949,0.405
162.6830,0.3151,0.0126,0.0503,0.319
162.6860,0.1475,-0.0783,-0.3083,0.351
162.6910,0.0638,0.0675,-0.0713,0.117
162.6960,0.0561,0.0793,0.4426,0.453
162.7020,0.4500,0.0265,-0.1315,0.470
162.7060,0.0291,0.0432,-0.1624,0.171
162.7110,0.0581,0.0431,-0.1933,0.206
162.7160,-0.0020,0.0096,0.2276,0.228
162.7210,0.3442,-0.1529,-0.0786,0.385
162.7250,0.1050,-0.1241,-0.1120,0.197
162.7300,-0.1696,0.0384,-0.1190,0.211
162.7360,-0.0260,0.1722,0.2038,0.268
162.7400,0.1530,0.0692,0.1414,0.219
162.7450,0.2080,0.0499,-0.1121,0.241
162.7510,0.0862,0.1645,-0.1072,0.214
162.7550,0.1316,0.1834,0.0555,0.232
162.7590,0.2483,-0.1274,0.0865,0.292
162.7660,0.0069,-0.2133,-0.2076,0.298
162.7700,-0.1359,-0.0338,-0.1309,0.192
162.7740,-0.1215,0.1742,-0.0781,0.226
162.7790,0.0027,-0.0291,0.0343,0.045
162.7870,-0.0640,-0.2203,-0.0900,0.246
162.7890,-0.1519,-0.0743,-0.1831,0.249
162.8000,-0.0608,0.1528,0.0561,0.174
162.8010,0.1254,0.0308,0.3285,0.353
162.8040,0.1180,-0.1915,-0.1308,0.260
162.8090,-0.0658,-0.0957,-0.2023,0.233
162.8140,-0.0417,0.0790,0.1899,0.210
162.8190,0.0179,0.0311,0.2112,0.214
162.8240,-0.1229,-0.0620,0.1655,0.215
162.8280,-0.1152,0.0887,-0.3103,0.343
162.8350,-0.0769,0.1628,0.0462,0.186
162.8390,0.0972,-0.2005,0.1106,0.249
162.8430,0.1090,-0.3866,0.1416,0.426
162.8480,-0.0390,0.0440,-0.4346,0.439
162.8530,-0.1417,0.1970,-0.0182,0.243
162.8580,0.0302,-0.1616,0.3523,0.389
162.8630,-0.0491,-0.1925,0.3112,0.369
162.8680,-0.2135,0.1207,-0.4946,0.552
162.8730,-0.1103,0.1325,0.0461,0.178
162.8780,0.0804,-0.1376,0.4619,0.489
162.8830,0.0299,0.0585,0.0049,0.066
162.8880,-0.1298,0.0415,-0.4492,0.469
162.8920,0.0710,0.0224,0.3400,0.348
162.8980,0.1347,-0.0972,0.4089,0.441
162.9030,0.0415,0.0175,-0.1198,0.128
162.9080,-0.1086,-0.0088,-0.3801,0.395
162.9120,-0.0490,-0.0494,0.0457,0.083
162.9190,0.1442,-0.1042,0.1963,0.265
162.9240,0.1680,-0.1807,-0.2055,0.321
162.9270,-0.0113,-0.0205,-0.2650,0.266
162.9330,-0.0613,0.0512,0.0245,0.084
162.9370,0.0795,0.1371,0.3901,0.421
162.9420,0.2131,0.0556,-0.2699,0.348
162.9470,0.0243,0.0985,-0.2983,0.315
162.9520,-0.1236,0.0864,0.0558,0.161
162.9570,-0.1020,0.0551,0.3210,0.341
162.9610,0.1587,-0.1051,-0.1335,0.232
162.9670,0.0825,-0.0715,-0.2289,0.254
162.9710,0.1615,0.1149,0.1131,0.228
162.9760,0.0511,0.1076,0.3663,0.385
162.9810,0.1658,0.0381,-0.0165,0.171
162.9900,-0.1184,0.0643,-0.1503,0.202
162.9910,0.0302,0.1957,0.0888,0.217
162.9960,0.0729,0.1716,0.2393,0.303
163.0010,0.3690,-0.1177,-0.1004,0.400
163.0050,0.0771,-0.1964,-0.1241,0.245
163.0100,0.1180,0.1051,0.1747,0.236
163.0170,-0.0303,0.2533,0.2223,0.338
163.0200,0.0940,0.0332,-0.1914,0.216
163.0250,-0.0567,-0.0671,-0.0884,0.125
163.0300,0.1154,0.0837,0.0217,0.144
163.0410,0.0983,0.1626,0.0670,0.201
163.0410,0.0911,-0.2199,-0.1051,0.260
163.0450,-0.1432,-0.2268,-0.1050,0.288
163.0510,-0.1884,-0.0258,-0.0427,0.195
163.0550,-0.2074,0.1703,0.0553,0.274
163.0590,-0.0304,-0.2339,-0.0379,0.239
163.0640,0.0746,-0.1500,0.0457,0.174
163.0690,0.1677,0.1537,-0.1670,0.282
163.0750,0.0910,0.1702,-0.1310,0.233
163.0790,0.1289,-0.1933,0.1464,0.275
163.0840,0.1930,-0.1024,0.1677,0.275
163.0890,0.0806,0.1366,-0.3224,0.359
163.0940,0.1067,0.1961,-0.0902,0.241
163.1010,0.1111,-0.0359,0.2493,0.275
163.1040,0.0058,-0.0001,0.1677,0.168
163.1080,-0.1016,0.0142,-0.2555,0.275
163.1140,-0.0658,0.0190,-0.0735,0.100
163.1190,0.0870,-0.1937,0.2707,0.344
163.1230,0.0583,-0.1960,0.0768,0.218
163.1280,-0.1421,-0.0407,-0.4276,0.452
163.1330,-0.0390,0.0954,-0.0470,0.113
163.1380,0.0445,0.0976,0.3617,0.377
163.1430,0.1877,0.0448,-0.0116,0.193
163.1480,0.0204,0.0471,-0.3748,0.378
163.1560,-0.0631,-0.0461,0.0654,0.102
163.1600,-0.1204,-0.1083,0.4142,0.445
163.1630,0.0687,-0.0629,-0.0261,0.097
163.1680,0.0498,-0.0080,-0.2578,0.263
163.1730,0.1167,0.0159,0.1440,0.186
163.1770,0.1617,-0.1011,0.4425,0.482
163.1870,0.1139,0.0304,0.1241,0.171
163.1880,-0.2106,0.1786,-0.1437,0.311
163.1950,-0.2842,0.1713,-0.1339,0.358
163.1970,-0.0978,0.0398,0.2319,0.255
163.2020,0.0957,-0.0940,0.0547,0.145
163.2090,-0.1025,-0.0032,-0.3349,0.350
163.2120,-0.2645,0.1092,-0.2197,0.361
163.2200,-0.3239,-0.0175,0.2991,0.441
163.2220,0.0276,-0.0604,0.0765,0.101
163.2270,-0.0824,-0.1153,-0.2343,0.274
163.2310,0.1115,0.0284,0.2368,0.263
163.2360,0.1277,0.0524,0.3680,0.393
163.2410,0.2804,-0.1317,-0.0507,0.314
163.2460,-0.1308,-0.1554,-0.1917,0.279
163.2510,-0.3049,0.1698,0.0882,0.360
163.2570,-0.0945,0.1243,0.2601,0.303
163.2610,0.2972,-0.0145,-0.0652,0.305
163.2680,0.0244,-0.0361,-0.3256,0.329
163.2720,-0.1619,0.1266,-0.0384,0.209
163.2770,-0.0927,-0.0265,0.3751,0.387
163.2820,0.2392,-0.0361,-0.0365,0.245
163.2970,0.0216,0.0236,-0.1965,0.199
163.2980,0.1052,0.0212,0.0523,0.119
163.2990,0.1021,0.0928,0.2147,0.255
163.3010,0.1952,-0.0843,-0.1966,0.290
163.3060,-0.0843,-0.0031,0.0020,0.084
163.3110,-0.0196,0.0614,-0.0195,0.067
163.3180,0.0783,0.1139,-0.0721,0.156
163.3200,0.3314,-0.2710,-0.1389,0.450
163.3250,0.1423,-0.2493,0.1241,0.313
163.3320,-0.0800,0.0186,0.0475,0.095
163.3350,0.0208,0.3100,-0.0625,0.317
163.3420,0.1449,0.1377,-0.0409,0.204
163.3450,0.3118,-0.0991,0.0667,0.334
163.3500,0.1610,-0.0441,-0.0792,0.185
163.3540,0.1538,0.1948,-0.2009,0.319
163.3590,-0.0111,0.0272,0.1769,0.179
163.3640,-0.0565,-0.0972,0.0213,0.114
163.3690,-0.0681,-0.1020,-0.2009,0.235
163.3740,0.0276,0.1037,-0.0071,0.108
163.3800,0.0491,0.0988,0.3060,0.325
163.3920,0.0039,0.0150,0.0833,0.085
163.3940,-0.1534,0.0341,-0.1677,0.230
163.3950,-0.0527,-0.0040,-0.0528,0.075
163.4000,0.0976,-0.0923,0.4874,0.506
163.4060,0.1261,-0.0682,0.0566,0.154
163.4090,-0.0673,0.0323,-0.4788,0.485
163.4150,-0.1746,0.0754,0.1647,0.252
163.4210,0.0573,-0.0010,0.1191,0.132
163.4230,-0.0002,-0.0701,0.0544,0.089
163.4340,0.1122,-0.0962,-0.2683,0.306
163.4350,0.1095,0.0307,0.0714,0.134
163.4380,0.1091,-0.1103,0.1765,0.235
163.4430,-0.0631,-0.2297,0.1069,0.261
163.4480,-0.0987,-0.0692,-0.2493,0.277
163.4580,-0.0172,0.1794,-0.1367,0.226
163.4580,0.1067,0.0023,0.3128,0.331
163.4630,0.1421,-0.0431,0.3913,0.419
163.4690,0.0895,0.0023,-0.4026,0.412
163.4730,-0.0347,0.1195,-0.0747,0.145
163.4770,0.1034,-0.1482,0.6017,0.628
163.4830,0.1267,0.0240,0.1971,0.236
163.4890,0.0791,0.0669,-0.6420,0.650
163.4920,0.0027,0.0549,0.2287,0.235
163.4970,0.1860,-0.0120,0.6012,0.629
163.5030,0.1403,0.0692,-0.1045,0.188
163.5070,-0.0888,-0.0457,-0.4390,0.450
163.5120,-0.0840,-0.0361,0.1112,0.144
163.5170,0.1425,-0.1197,0.2186,0.287
163.5220,0.3122,-0.0359,-0.1019,0.330
163.5270,0.0325,0.0285,-0.3001,0.303
163.5310,0.0064,0.1025,0.3121,0.329
163.5380,0.1113,0.2075,0.3642,0.434
163.5420,0.4169,0.0517,-0.1214,0.437
163.5460,0.1561,0.0874,-0.1571,0.238
163.5540,0.0105,0.0969,-0.0135,0.098
163.5570,-0.0996,0.0800,0.1371,0.187
163.5610,0.0702,-0.1161,-0.0805,0.158
163.5660,-0.0202,-0.0658,-0.1975,0.209
163.5760,0.0637,0.0848,-0.0276,0.110
163.5770,0.0848,0.1660,0.1875,0.264
163.5810,0.1254,-0.0085,-0.0828,0.151
163.5880,-0.1899,-0.0155,-0.1376,0.235
163.5940,-0.0580,0.0897,-0.1183,0.159
163.5950,-0.2444,0.1422,0.0371,0.285
163.6000,0.0186,-0.0825,0.0514,0.099
163.6060,-0.1032,-0.1971,-0.0920,0.241
163.6120,-0.0143,-0.0246,-0.1301,0.133
163.6150,-0.0717,0.1476,0.0541,0.173
163.6200,0.0192,0.0353,0.2213,0.225
163.6250,0.0120,-0.0077,-0.1375,0.138
163.6290,-0.0572,-0.0292,-0.1779,0.189
163.6350,-0.0072,-0.0409,0.3457,0.348
163.6400,-0.0457,-0.1460,0.1994,0.251
163.6440,-0.2533,-0.1770,-0.2859,0.421
163.6490,-0.2886,0.0670,-0.1972,0.356
163.6550,-0.2096,0.1315,0.2763,0.371
163.6590,0.0172,-0.1196,0.1110,0.164
163.6640,0.0435,-0.0073,-0.1592,0.165
163.6700,-0.0040,0.1194,-0.3454,0.365
163.6740,0.0458,0.0214,0.3433,0.347
163.6790,0.1074,-0.1626,0.0824,0.212
163.6840,0.0142,-0.0478,-0.1662,0.174
163.6890,0.0238,-0.0143,-0.1875,0.190
163.6930,0.0402,0.1268,0.2644,0.296
163.6990,0.0565,0.0072,0.0203,0.060
163.7060,-0.0915,0.0262,-0.0992,0.138
163.7090,-0.1057,-0.0336,-0.0872,0.141
163.7140,0.0447,0.0261,0.0874,0.102
163.7190,-0.0821,-0.2774,0.1351,0.319
163.7270,-0.0437,-0.2173,0.1325,0.258
163.7290,-0.0720,0.0672,-0.1281,0.162
163.7330,0.0907,0.1387,-0.0156,0.166
163.7380,0.2481,-0.0288,0.3859,0.460
163.7430,0.4053,-0.0815,0.1297,0.433
163.7480,0.1542,0.1719,-0.1023,0.253
163.7530,0.0971,0.1788,-0.0998,0.227
163.7580,0.0226,-0.0006,0.3950,0.396
163.7620,0.1420,-0.1703,-0.1934,0.294
163.7670,-0.1375,-0.1343,-0.4560,0.495
163.7730,-0.2183,0.1096,0.0106,0.244
163.7830,-0.0700,0.0593,0.1588,0.183
163.7830,0.0473,-0.0699,-0.0876,0.122
163.7870,0.0381,-0.0195,-0.1114,0.119
163.7920,0.0048,0.1097,0.1731,0.205
163.7970,0.1170,0.0762,0.3856,0.410
163.8070,0.3726,-0.0075,-0.1358,0.397
163.8070,0.0806,-0.0480,-0.1524,0.179
163.8120,-0.1560,0.0740,0.1561,0.233
163.8160,-0.4594,0.1002,0.3614,0.593
163.8220,0.0025,0.0143,-0.1313,0.132
163.8260,-0.1982,-0.0693,-0.0834,0.226
163.8310,-0.1118,0.0289,0.1103,0.160
163.8370,-0.1619,0.0433,0.0863,0.189
163.8430,0.1681,-0.1503,-0.1050,0.249
163.8460,0.1058,-0.1930,-0.1288,0.255
163.8510,0.0243,-0.0805,-0.0832,0.118
163.8570,-0.2267,0.0463,0.1845,0.296
163.8600,-0.0115,-0.0971,0.2058,0.228
163.8650,-0.0808,-0.1854,-0.1362,0.244
163.8710,-0.0902,0.0060,0.0337,0.097
163.8750,0.0100,0.0633,0.1125,0.129
163.8800,0.1912,-0.0683,0.0956,0.224
163.8850,0.0787,0.0751,-0.0240,0.111
163.8920,0.1791,0.0175,-0.1769,0.252
163.8950,0.0304,0.0389,0.3467,0.350
163.9000,0.1353,-0.0640,0.0069,0.150
163.9100,0.0038,0.0100,-0.0959,0.097
163.9110,0.1092,0.0603,-0.1340,0.183
163.9150,0.0779,0.1033,0.1649,0.210
163.9200,0.2928,-0.0667,-0.0098,0.300
163.9250,0.1804,-0.0643,0.0882,0.211
163.9290,0.0633,0.0837,-0.2178,0.242
163.9340,-0.0634,0.1719,0.2533,0.313
163.9390,-0.0109,0.1023,0.1526,0.184
163.9440,0.0919,0.0829,-0.2348,0.265
163.9490,-0.1254,0.0062,-0.2584,0.287
163.9560,-0.1681,0.0470,0.1100,0.206
163.9590,-0.0198,-0.0916,0.1648,0.190
163.9640,0.1501,-0.0317,-0.1819,0.238
163.9720,0.1144,0.0304,-0.1889,0.223
163.9740,0.1620,0.1213,0.2559,0.326
163.9790,0.1043,0.0424,0.1719,0.206
163.9830,0.1117,-0.0390,-0.2059,0.237
163.9890,-0.0746,0.0974,-0.0646,0.139
163.9930,0.0354,0.1285,0.1864,0.229
163.9990,0.0542,0.0280,0.1121,0.128
164.0080,0.1067,-0.1632,-0.0076,0.195
164.0090,0.0041,-0.0746,-0.1892,0.203
164.0160,0.0066,0.0732,0.0829,0.111
164.0180,0.1133,0.0347,0.0775,0.142
164.0300,0.0341,0.0439,-0.1533,0.163
164.0300,0.0629,0.0057,-0.3300,0.336
164.0380,0.1009,-0.0730,0.1842,0.222
164.0390,0.1315,-0.0848,0.2007,0.255
164.0470,-0.0381,-0.2027,0.0282,0.208
164.0480,-0.1443,-0.0349,-0.3090,0.343
164.0530,-0.1646,-0.0156,0.1682,0.236
164.0580,-0.0307,-0.0274,0.2356,0.239
164.0620,0.1260,0.0748,-0.0108,0.147
164.0670,-0.0530,0.0861,-0.4497,0.461
164.0750,-0.0526,0.0710,0.1687,0.190
164.0770,-0.0004,-0.1193,0.1720,0.209
164.0810,0.1775,0.0645,-0.0715,0.202
164.0900,0.0195,-0.0026,-0.3319,0.332
164.0920,0.0170,0.0210,0.0458,0.053
164.0970,0.0711,-0.1002,0.2447,0.274
164.1020,0.1985,0.0026,-0.0753,0.212
164.1070,0.0830,0.0429,-0.2835,0.298
164.1120,0.1039,-0.0002,-0.0438,0.113
164.1170,0.0789,-0.1283,0.1582,0.218
164.1230,0.2395,-0.2721,-0.1634,0.398
164.1280,-0.1300,-0.1038,-0.0695,0.180
164.1310,-0.0432,0.1341,-0.1615,0.214
164.1400,-0.0739,0.1306,0.1270,0.197
164.1450,0.2160,0.0227,-0.0497,0.223
164.1470,0.0861,0.0367,-0.1015,0.138
164.1510,0.0620,0.1596,-0.2026,0.265
164.1580,0.0520,0.1653,0.2546,0.308
164.1610,0.1629,-0.1256,0.0389,0.209
164.1660,-0.1301,-0.0724,-0.0919,0.175
164.1720,-0.0953,-0.0031,-0.0911,0.132
164.1780,-0.1407,0.1762,0.2985,0.374
164.1800,0.1095,-0.0482,0.1703,0.208
164.1850,-0.0572,-0.0668,-0.0874,0.124
164.1900,-0.0776,0.0430,0.0011,0.089
164.1950,-0.0129,0.1613,0.2194,0.273
164.2000,0.3143,0.0889,0.1274,0.351
164.2060,0.2160,-0.0570,-0.3149,0.386
164.2100,-0.0397,0.0196,-0.1711,0.177
164.2160,-0.2928,0.1702,0.0132,0.339
164.2200,-0.0917,0.1247,0.0729,0.171
164.2250,-0.2136,-0.0450,-0.0132,0.219
164.2300,-0.1486,-0.0951,-0.0562,0.185
164.2350,0.0500,0.0198,0.1470,0.157
164.2400,0.0856,-0.0135,0.0727,0.113
164.2440,0.0665,-0.1138,-0.2333,0.268
164.2490,-0.0791,-0.0707,-0.1207,0.161
164.2540,-0.0624,0.1614,0.0253,0.175
164.2610,-0.0651,-0.0108,0.0874,0.109
164.2640,-0.1654,-0.0418,-0.0633,0.182
164.2770,-0.0551,-0.0871,-0.2664,0.286
164.2770,-0.0409,0.0207,0.1546,0.161
164.2780,0.0973,-0.1442,0.1186,0.210
164.2830,0.0851,-0.0389,-0.1158,0.149
164.2920,0.0660,0.0088,-0.3355,0.342
164.2940,0.0345,0.0610,0.1561,0.171
164.2990,0.0433,-0.1580,0.1334,0.211
164.3030,-0.0710,-0.0904,-0.0575,0.129
164.3100,-0.1280,-0.0210,-0.3156,0.341
164.3130,0.0272,-0.0470,0.1355,0.146
164.3190,0.1263,-0.2080,0.0775,0.255
164.3250,0.1088,-0.1780,-0.2316,0.312
164.3290,-0.0673,-0.0011,-0.1609,0.174
164.3330,0.0306,0.0485,0.0635,0.086
164.3380,0.0230,0.0480,0.0891,0.104
164.3430,0.1369,0.0357,-0.0374,0.146
164.3490,-0.0705,0.1397,-0.2768,0.318
164.3520,-0.2335,0.0697,0.0079,0.244
164.3590,-0.1819,-0.1492,0.2238,0.325
164.3630,-0.0783,-0.1669,-0.0890,0.205
164.3680,-0.2409,0.0290,-0.1001,0.262
164.3770,-0.0654,0.1735,0.0408,0.190
164.3780,0.0202,0.0606,0.1140,0.131
164.3830,0.1506,-0.2079,-0.0483,0.261
164.3870,-0.2158,-0.0875,0.0897,0.250
164.3920,-0.2208,0.1458,0.0534,0.270
164.4010,-0.3589,0.1044,0.1787,0.414
164.4020,0.0688,-0.0909,0.0111,0.115
164.4090,-0.0340,-0.1090,0.0490,0.124
164.4150,-0.0121,0.0106,-0.0582,0.060
164.4160,-0.3300,0.1245,0.0751,0.361
164.4210,-0.0711,0.0430,0.0033,0.083
164.4270,-0.2057,0.0689,-0.0442,0.221
164.4310,-0.0567,0.0186,-0.1221,0.136
164.4360,-0.2010,-0.1119,0.3677,0.434
164.4440,0.0591,-0.1679,0.1535,0.235
164.4460,-0.1525,-0.0455,-0.3129,0.351
164.4510,-0.1557,0.0947,-0.1679,0.248
164.4560,-0.1879,0.0277,0.1918,0.270
164.4610,0.0860,-0.0484,0.2163,0.238
164.4650,0.0853,0.0682,-0.4262,0.440
164.4700,-0.0100,-0.0178,-0.2802,0.281
164.4760,-0.2876,-0.0415,0.3630,0.465
164.4800,0.0541,-0.1586,0.1092,0.200
164.4860,-0.0247,-0.0270,-0.2757,0.278
164.4910,0.1143,0.0159,-0.0889,0.146
164.4960,-0.0201,0.0230,0.3103,0.312
164.5000,0.1444,-0.0846,0.0757,0.184
164.5050,0.1228,-0.0416,-0.1132,0.172
164.5100,0.1036,0.0706,-0.1083,0.166
164.5160,0.1367,0.1661,0.1332,0.253
164.5190,0.0885,-0.0995,0.1091,0.172
164.5250,-0.0954,-0.1998,-0.1730,0.281
164.5290,-0.2311,-0.0779,-0.1584,0.291
164.5350,-0.0276,0.1754,0.1142,0.211
164.5400,-0.0301,0.0245,0.1164,0.123
164.5440,0.0511,-0.1787,0.1952,0.270
164.5490,0.1181,-0.0376,-0.1253,0.176
164.5540,0.2160,0.1417,0.0732,0.269
164.5600,0.1774,0.0459,0.2356,0.299
164.5640,0.0196,-0.0641,0.1302,0.146
164.5690,-0.0184,0.0149,-0.3910,0.392
164.5750,0.1227,0.0795,0.1209,0.190
164.5790,0.2058,-0.0066,0.2952,0.360
164.5840,0.1245,-0.0449,0.0535,0.143
164.5890,-0.3172,0.1583,-0.2142,0.414
164.5940,-0.2472,0.1510,-0.2020,0.353
164.6020,-0.0991,-0.1574,0.4172,0.457
164.6050,0.3261,-0.3387,0.3115,0.564
164.6240,0.0511,0.0249,-0.1764,0.185
164.6250,0.0492,0.1756,-0.0997,0.208
164.6250,-0.0728,0.0656,0.5672,0.576
164.6320,0.1158,0.0274,0.0837,0.146
164.6320,-0.0108,0.0825,-0.3346,0.345
164.6330,-0.0678,0.1326,0.0673,0.163
164.6380,-0.1111,-0.0682,0.4138,0.434
164.6440,0.0587,-0.3022,-0.0121,0.308
164.6500,-0.1681,-0.2159,-0.5642,0.627
164.6520,-0.3804,0.1333,0.2921,0.498
164.6570,-0.0362,0.0973,0.5498,0.560
164.6620,0.3122,-0.0581,0.0305,0.319
164.6670,0.1209,-0.0056,-0.8824,0.891
164.6720,-0.1299,0.1379,0.2180,0.289
164.6810,-0.1398,-0.0247,0.7698,0.783
164.6830,0.0943,-0.1084,-0.2277,0.269
164.6870,-0.1708,0.0901,-0.5453,0.578
164.6940,0.0087,0.1786,0.1604,0.240
164.6990,0.0438,-0.1203,0.7672,0.778
164.7010,0.1968,-0.1298,-0.1562,0.283
164.7080,0.0633,0.0329,-0.3878,0.394
164.7110,0.3473,0.1429,0.1599,0.408
164.7170,0.2771,0.0089,0.3509,0.447
164.7210,0.4731,-0.0463,-0.1514,0.499
164.7310,0.1142,0.0564,-0.0150,0.128
164.7320,-0.1249,0.1327,0.0424,0.187
164.7420,-0.2848,0.1755,0.1236,0.357
164.7430,0.1052,0.0747,-0.1657,0.210
164.7460,0.0213,0.0531,-0.0126,0.059
164.7510,0.1146,0.0816,0.0902,0.167
164.7560,0.0955,0.1005,0.0017,0.139
164.7760,0.1217,-0.1602,-0.0653,0.211
164.7760,-0.0600,-0.1027,-0.0078,0.119
164.7770,0.0479,0.1459,-0.0293,0.156
164.7770,0.1148,0.2365,-0.1655,0.311
164.7810,0.1528,-0.0458,-0.0028,0.160
164.7850,0.0858,-0.1723,0.1980,0.276
164.7910,-0.0765,0.0382,-0.1010,0.132
164.7950,0.0982,0.2724,-0.1535,0.328
164.8000,0.1241,0.0331,0.1526,0.199
164.8050,0.1189,-0.1603,0.1955,0.279
164.8120,-0.0816,-0.0908,-0.3043,0.328
