time,ax,ay,az,aT
489.6710,0.0292,-0.1052,0.0817,0.136
489.6760,0.1097,-0.0568,-0.1919,0.228
489.6800,0.0211,0.0861,-0.0266,0.093
489.6900,0.0872,-0.1020,0.0164,0.135
489.6910,0.0151,-0.0893,0.0233,0.094
489.6950,0.0103,-0.1027,-0.2497,0.270
489.7030,-0.0610,0.0452,0.0632,0.099
489.7050,0.1221,-0.0834,0.0745,0.166
489.7100,0.0994,-0.0304,-0.0044,0.104
489.7140,0.0395,-0.0540,-0.2796,0.288
489.7210,-0.1245,0.0674,0.0858,0.166
489.7240,0.0140,0.0028,0.1634,0.164
489.7290,0.1514,-0.0565,-0.0350,0.165
489.7340,0.0673,-0.0276,-0.2174,0.229
489.7400,-0.0423,0.0225,0.0573,0.075
489.7430,-0.0419,0.0650,0.2348,0.247
489.7480,0.1199,0.0217,-0.0709,0.141
489.7540,0.0193,0.0215,-0.1486,0.151
489.7590,-0.0094,0.0996,0.0733,0.124
489.7640,0.0168,0.0608,0.1439,0.157
489.7690,-0.0093,-0.0702,-0.0400,0.081
489.7740,-0.1583,0.0015,-0.0777,0.176
489.7790,-0.2114,0.0940,0.0677,0.241
489.7890,-0.0153,0.1028,0.0316,0.109
489.7900,0.0939,-0.1021,-0.0565,0.150
489.7960,0.0694,-0.0135,-0.0109,0.072
489.8020,-0.2490,0.0578,0.0770,0.267
489.8050,-0.1615,0.0478,0.0526,0.176
489.8080,0.0842,-0.1328,-0.0166,0.158
489.8140,0.0739,-0.0202,0.0167,0.078
489.8200,-0.0405,0.0583,-0.1685,0.183
489.8250,-0.1351,0.0246,0.1651,0.215
489.8290,0.0224,-0.1226,0.1495,0.195
489.8330,0.0577,-0.0669,-0.0463,0.100
489.8390,0.0479,0.0570,-0.2904,0.300
489.8420,0.0283,0.0873,0.1582,0.183
489.8470,0.0775,-0.1198,0.1212,0.187
489.8520,0.0224,-0.0762,0.0538,0.096
489.8570,-0.0178,0.0312,-0.4283,0.430
489.8610,-0.1081,0.0807,0.2895,0.319
489.8700,0.1084,-0.1074,0.0260,0.155
489.8720,0.0148,-0.0093,0.0068,0.019
489.8770,0.1290,-0.0044,-0.3088,0.335
489.8810,-0.0619,0.1072,0.4032,0.422
489.8860,0.1235,-0.0527,-0.0628,0.148
489.8910,0.0110,0.0355,-0.0789,0.087
489.8970,0.0991,0.0945,-0.3440,0.370
489.9060,-0.0608,0.1578,0.2829,0.330
489.9070,0.0892,-0.0595,0.0741,0.130
489.9110,0.0434,0.0122,-0.0855,0.097
489.9160,-0.0017,0.0003,-0.3671,0.367
489.9230,-0.2034,0.1285,0.2766,0.367
489.9260,0.0854,-0.0363,0.0133,0.094
489.9310,0.0705,-0.0122,-0.0224,0.075
489.9370,0.0132,0.0070,-0.2856,0.286
489.9410,-0.2409,0.1137,0.1368,0.299
489.9460,-0.0799,-0.0154,0.0549,0.098
489.9510,-0.0295,-0.0295,0.1019,0.110
489.9560,0.0706,-0.0246,-0.3426,0.351
489.9610,-0.1364,0.0280,0.0802,0.161
489.9650,0.0212,-0.0529,0.2124,0.220
489.9700,-0.0243,-0.0644,-0.0219,0.072
489.9750,-0.1210,-0.0164,-0.3919,0.410
489.9800,-0.1959,0.1263,0.1548,0.280
489.9870,0.0949,-0.1168,0.1677,0.225
489.9930,0.1153,-0.0255,-0.0259,0.121
489.9950,-0.0396,-0.0087,-0.3768,0.379
489.9990,-0.2645,0.1172,0.1887,0.345
490.0050,0.0677,-0.0215,0.2267,0.238
490.0090,0.2060,-0.1075,-0.0699,0.243
490.0140,0.0936,-0.0525,-0.3089,0.327
490.0210,-0.1429,0.1436,0.2866,0.351
490.0240,0.0627,0.0885,0.2791,0.299
490.0290,0.0698,-0.1124,-0.0797,0.154
490.0340,0.0818,-0.0550,-0.2183,0.239
490.0430,-0.0425,0.1076,0.1668,0.203
490.0460,0.0412,0.1123,0.2024,0.235
490.0490,0.0579,-0.0600,-0.1181,0.145
490.0570,-0.1260,-0.1053,-0.0940,0.189
490.0590,-0.2070,0.0574,0.2383,0.321
490.0640,-0.0777,0.1435,0.1496,0.221
490.0700,0.0323,-0.0599,-0.1063,0.126
490.0730,-0.0058,-0.0288,-0.0249,0.039
490.0780,-0.0678,0.1051,0.0492,0.134
490.0830,-0.0103,0.1695,0.1065,0.200
490.0880,0.0542,-0.0864,-0.0992,0.142
490.0930,-0.0104,-0.0864,0.0778,0.117
490.0980,-0.0557,0.0500,0.0610,0.096
490.1050,-0.0868,0.1265,0.0704,0.169
490.1120,0.0638,-0.0888,-0.0730,0.131
490.1130,-0.0057,-0.1077,0.0155,0.109
490.1200,0.0183,0.1027,-0.1040,0.147
490.1230,-0.0389,0.1446,0.0582,0.161
490.1280,0.1797,-0.1319,-0.0989,0.244
490.1330,0.0902,-0.1142,0.0846,0.168
490.1380,0.1133,0.0553,-0.2886,0.315
490.1420,-0.2032,0.1355,0.1029,0.265
490.1470,0.1543,-0.0793,-0.0332,0.177
490.1530,0.0649,-0.0455,0.0478,0.093
490.1590,0.1618,-0.0001,-0.3489,0.385
490.1620,-0.1172,0.1044,0.1855,0.243
490.1670,0.1304,-0.0507,0.0796,0.161
490.1720,0.0843,-0.0337,-0.0231,0.094
490.1820,0.1681,-0.0313,-0.4819,0.511
490.1820,-0.0663,0.1360,0.2810,0.319
490.1870,0.1144,-0.0336,0.0390,0.125
490.1910,0.0043,0.0544,-0.0728,0.091
490.1960,0.1312,0.0042,-0.3977,0.419
490.2010,-0.0698,0.0832,0.2934,0.313
490.2060,0.0879,-0.0626,0.0875,0.139
490.2120,0.0472,-0.0147,-0.0751,0.090
490.2160,0.0832,0.0402,-0.2781,0.293
490.2210,-0.0412,0.1668,0.2575,0.310
490.2260,0.0872,0.0230,0.0110,0.091
490.2300,-0.0511,-0.0269,-0.0650,0.087
490.2370,-0.0293,-0.1009,-0.2729,0.292
490.2410,-0.2132,0.0785,0.3273,0.398
490.2450,-0.0050,0.0447,0.0090,0.046
490.2500,-0.0074,-0.0506,-0.1596,0.168
490.2550,-0.0689,-0.0881,-0.0728,0.133
490.2600,-0.1490,0.1286,0.2719,0.336
490.2650,0.0206,0.0872,-0.0745,0.116
490.2700,0.0750,-0.0370,0.0140,0.085
490.2750,0.0316,-0.1434,-0.0645,0.160
490.2790,-0.1657,0.0975,0.1425,0.239
490.2840,-0.0077,0.0113,-0.0817,0.083
490.2890,-0.0031,-0.0671,0.0756,0.101
490.2940,-0.0482,-0.0761,-0.0319,0.096
490.2990,-0.1689,0.1167,0.1084,0.232
490.3040,0.0176,0.0754,-0.0610,0.099
490.3090,0.0435,-0.1128,0.0843,0.147
490.3140,0.0170,-0.0598,-0.0279,0.068
490.3200,-0.0543,0.1138,0.0482,0.135
490.3240,0.0198,0.0796,-0.0352,0.089
490.3290,0.0101,-0.0256,0.1596,0.162
490.3340,0.0598,-0.0136,0.0017,0.061
490.3390,-0.0379,0.1170,-0.0814,0.147
490.3440,-0.0162,0.0804,0.2349,0.249
490.3480,0.0645,-0.0223,-0.0210,0.071
490.3540,-0.0048,-0.0149,-0.0255,0.030
490.3590,-0.0235,0.0185,-0.1131,0.117
490.3630,-0.1349,0.0682,0.2817,0.320
490.3680,0.1082,-0.0011,0.0113,0.109
490.3740,0.0267,0.0298,-0.1146,0.121
490.3780,-0.1156,0.0699,-0.0923,0.164
490.3830,-0.2761,0.0314,0.4210,0.504
490.3880,0.0892,-0.0638,0.0070,0.110
490.3950,0.1170,0.0056,-0.2161,0.246
490.3980,-0.0096,-0.0015,-0.0221,0.024
490.4040,-0.0500,0.0295,0.2082,0.216
490.4080,0.0880,-0.0988,-0.0331,0.136
490.4120,0.0421,0.0207,-0.0874,0.099
490.4170,0.0039,0.0325,-0.1081,0.113
490.4250,-0.0295,0.1200,0.2464,0.276
490.4270,0.1248,-0.1491,-0.1258,0.232
490.4320,-0.0234,-0.0411,-0.0797,0.093
490.4380,0.0529,-0.0076,-0.2143,0.221
490.4420,-0.1446,0.1278,0.2383,0.307
490.4470,0.1056,-0.1082,-0.0816,0.172
490.4510,0.0429,-0.0956,-0.0643,0.123
490.4570,0.1067,-0.0426,-0.2204,0.249
490.4610,0.0511,0.1073,0.1160,0.166
490.4660,0.1171,-0.0408,-0.1721,0.212
490.4710,0.0235,-0.0595,0.0999,0.119
490.4760,0.0923,-0.0305,-0.2783,0.295
490.4810,-0.0768,0.1572,0.1441,0.227
490.4900,0.0875,-0.0505,0.0052,0.101
490.4910,0.0724,-0.0667,0.1001,0.140
490.4960,0.0744,-0.0305,-0.3231,0.333
490.5010,-0.1799,0.1216,0.0996,0.239
490.5060,0.0327,-0.0146,0.0822,0.090
490.5110,0.0964,-0.0429,0.0862,0.136
490.5160,0.1218,-0.0283,-0.4009,0.420
490.5210,-0.2373,0.1120,0.1790,0.318
490.5250,-0.0334,0.0043,0.1277,0.132
490.5300,-0.0711,-0.0266,0.0175,0.078
490.5350,-0.0894,-0.0644,-0.1701,0.203
490.5400,-0.1292,0.0619,0.1160,0.184
490.5450,0.0284,-0.0525,0.0605,0.085
490.5500,-0.0218,-0.0093,0.1620,0.164
490.5560,-0.0761,0.0120,-0.3353,0.344
490.5600,-0.2246,0.0998,0.0875,0.261
490.5650,0.0618,-0.0054,0.1556,0.168
490.5700,0.1060,-0.0907,-0.0450,0.147
490.5750,0.0129,-0.0710,-0.1277,0.147
490.5800,-0.1912,0.1076,-0.0127,0.220
490.5840,0.0095,-0.0428,0.0372,0.058
490.5890,0.0733,-0.0472,0.1911,0.210
490.5940,0.0608,-0.0540,-0.2423,0.256
490.5990,-0.1033,0.0509,0.0302,0.119
490.6080,0.0399,0.0623,0.3717,0.379
490.6140,0.0630,-0.1068,-0.0728,0.144
490.6170,-0.0227,-0.0822,-0.1363,0.161
490.6190,-0.0413,0.0134,0.1046,0.113
490.6250,-0.0434,0.0916,0.1986,0.223
490.6310,0.0732,-0.0088,-0.0665,0.099
490.6340,0.0870,-0.0041,-0.0635,0.108
490.6390,-0.0892,0.0386,0.0343,0.103
490.6430,-0.0505,0.0977,0.2215,0.247
490.6480,0.0900,-0.0455,-0.1221,0.158
490.6530,0.0869,-0.0403,-0.0641,0.115
490.6590,-0.1083,0.0217,-0.0209,0.112
490.6630,-0.1216,0.1118,0.0885,0.187
490.6750,0.0360,-0.0908,-0.0499,0.110
490.6750,0.0618,-0.0569,-0.0353,0.091
490.6780,-0.0429,0.0528,-0.1322,0.149
490.6880,-0.1563,0.0548,0.2343,0.287
490.6890,0.0821,-0.1401,0.0567,0.172
490.6930,0.0838,-0.0464,0.0444,0.106
490.6970,0.0501,0.0465,-0.2573,0.266
490.7020,-0.1379,0.1150,0.0699,0.193
490.7100,0.0340,-0.1186,0.1595,0.202
490.7130,0.0098,-0.0346,-0.0364,0.051
490.7170,0.0527,-0.0036,-0.3873,0.391
490.7230,-0.0640,0.1009,0.1332,0.179
490.7270,0.0691,-0.1444,0.0752,0.177
490.7320,0.0020,-0.0793,-0.0655,0.103
490.7370,0.0828,-0.0147,-0.4493,0.457
490.7450,-0.0509,0.1420,0.2758,0.314
490.7470,0.0916,-0.1037,0.1596,0.211
490.7520,0.0505,-0.0696,-0.1004,0.132
490.7580,0.1050,-0.0643,-0.4935,0.509
490.7610,-0.1071,0.0929,0.4479,0.470
490.7660,0.0786,-0.0290,0.0764,0.113
490.7720,0.0281,-0.0241,-0.1639,0.168
490.7770,0.0447,-0.0263,-0.3595,0.363
490.7810,-0.2002,0.1329,0.4289,0.492
490.7860,0.0078,-0.0392,-0.0397,0.056
490.7910,0.0103,-0.0294,-0.0821,0.088
490.7960,0.0839,-0.0196,-0.2475,0.262
490.8010,-0.1708,0.1301,0.3027,0.371
490.8090,0.0348,-0.0181,-0.0131,0.041
490.8110,0.0582,-0.0441,-0.0580,0.093
490.8150,0.0602,-0.0343,-0.1050,0.126
490.8210,-0.1111,0.1060,0.1735,0.232
490.8300,-0.0579,0.0008,0.1222,0.135
490.8310,0.0350,-0.0609,0.0263,0.075
490.8350,-0.0767,-0.0747,-0.0712,0.129
490.8400,-0.1400,0.1016,0.0385,0.177
490.8450,-0.1484,0.0154,0.0619,0.162
490.8500,0.0497,-0.0558,0.1136,0.136
490.8560,-0.0051,-0.0245,-0.2077,0.209
490.8620,-0.1616,0.0778,0.0788,0.196
490.8650,-0.0203,0.0321,0.1636,0.168
490.8700,0.0390,-0.1010,0.0815,0.136
490.8760,-0.0276,-0.1049,-0.1161,0.159
490.8790,-0.2314,0.0549,0.0581,0.245
490.8840,-0.0397,-0.0167,0.1549,0.161
490.8910,0.0697,-0.0380,0.0255,0.083
490.8960,-0.0021,-0.0140,-0.1693,0.170
490.8990,-0.0921,0.0644,0.1263,0.169
490.9040,0.0651,0.0354,0.2700,0.280
490.9090,0.1025,-0.0859,-0.0763,0.154
490.9140,0.0900,-0.0473,-0.1113,0.151
490.9180,-0.0863,0.0574,0.0700,0.125
490.9250,-0.0074,0.0689,0.1786,0.192
490.9280,0.0709,-0.0622,-0.0388,0.102
490.9330,0.0490,0.0117,-0.0504,0.071
490.9400,-0.0225,0.0875,-0.0381,0.098
490.9440,0.0298,0.1199,0.2019,0.237
490.9480,0.1482,-0.0970,-0.0988,0.203
490.9530,0.0522,-0.0345,0.0753,0.098
490.9580,-0.0121,0.0678,-0.0630,0.093
490.9630,-0.1141,0.1052,0.0870,0.178
490.9670,0.1099,-0.0736,-0.0774,0.153
490.9730,0.0520,-0.0231,0.1012,0.116
490.9790,0.0447,0.1028,-0.1915,0.222
490.9820,-0.1312,0.1613,0.0569,0.216
490.9870,0.0881,-0.0773,-0.0836,0.144
490.9930,-0.0290,-0.0504,0.0262,0.064
490.9980,0.0901,-0.0073,-0.2516,0.267
491.0020,-0.1243,0.0973,-0.0122,0.158
491.0100,0.0189,-0.0008,0.0211,0.028
491.0180,-0.0740,-0.0245,0.1135,0.138
491.0190,0.0501,-0.0196,-0.2790,0.284
491.0250,-0.1377,0.0993,0.0484,0.177
491.0290,0.0648,-0.1174,0.0409,0.140
491.0320,0.0616,-0.0690,0.0548,0.107
491.0360,0.1349,-0.0401,-0.5175,0.536
491.0410,-0.1247,0.1144,0.1013,0.197
491.0460,0.0660,-0.1215,0.1646,0.215
491.0510,0.0058,-0.0233,0.0564,0.061
491.0580,0.0938,-0.0373,-0.3427,0.357
491.0620,-0.0659,0.1078,0.1324,0.183
491.0660,0.0934,-0.0663,0.0909,0.146
491.0710,0.0616,-0.0588,-0.0000,0.085
491.0760,0.0779,-0.0039,-0.3583,0.367
491.0810,-0.2098,0.0674,0.3542,0.417
491.0860,-0.0019,0.0383,0.1115,0.118
491.0920,0.0337,-0.0308,-0.1124,0.121
491.0960,0.0028,-0.0544,-0.2230,0.230
491.1010,-0.1466,0.0671,0.3388,0.375
491.1060,0.0277,0.0025,0.1011,0.105
491.1110,0.0678,-0.0356,-0.0587,0.097
491.1150,-0.0393,-0.0401,-0.1342,0.145
491.1200,-0.1908,0.0859,0.2537,0.329
491.1260,0.0172,0.0567,0.1614,0.172
491.1300,0.0859,-0.0102,-0.1104,0.140
491.1350,-0.0311,-0.0054,-0.1214,0.125
491.1410,-0.1493,0.1251,0.1573,0.250
491.1450,-0.0673,0.0980,0.1488,0.191
491.1500,0.0684,-0.0735,0.0551,0.115
491.1550,-0.0319,-0.0587,-0.0569,0.088
491.1640,-0.1644,0.0747,0.0408,0.185
491.1650,-0.0800,0.0717,0.0927,0.142
491.1730,0.0486,-0.0879,0.1370,0.170
491.1750,-0.0634,-0.0468,-0.1157,0.140
491.1800,-0.1364,0.0581,-0.0577,0.159
491.1850,0.0117,0.0505,0.1753,0.183
491.1890,0.1157,-0.1611,0.0955,0.220
491.1940,-0.0135,-0.1101,-0.1568,0.192
491.1990,-0.2504,0.1210,-0.0297,0.280
491.2040,-0.0207,0.0417,0.1556,0.162
491.2090,0.1357,-0.0701,0.0855,0.175
491.2140,0.0967,-0.0363,-0.1762,0.204
491.2190,-0.0937,0.0279,-0.1487,0.178
491.2240,0.0113,0.0444,0.3366,0.340
491.2290,0.2032,-0.1127,-0.0506,0.238
491.2330,0.0949,-0.0881,-0.0881,0.157
491.2380,-0.1050,0.0384,-0.0874,0.142
491.2430,-0.1113,0.0950,0.2432,0.284
491.2480,0.0746,-0.0862,0.0394,0.121
491.2530,0.0977,-0.0333,0.0486,0.114
491.2580,-0.0429,0.0618,-0.2650,0.275
491.2630,-0.1847,0.0969,0.2806,0.350
491.2670,0.0683,-0.0628,0.0149,0.094
491.2720,0.0606,-0.0528,-0.0375,0.089
491.2770,0.0367,0.0307,-0.2555,0.260
491.2820,-0.1486,0.1656,0.2426,0.329
491.2870,0.0471,-0.0091,-0.0489,0.069
491.2920,-0.0291,-0.0375,0.0322,0.057
491.2980,0.0663,0.0222,-0.2742,0.283
491.3020,-0.1454,0.1598,0.2169,0.306
491.3090,0.0954,-0.0646,-0.0815,0.141
491.3120,0.0541,-0.0616,-0.0049,0.082
491.3170,0.0988,-0.0113,-0.2232,0.244
491.3210,-0.2769,0.1027,0.0943,0.310
491.3270,-0.0611,-0.0074,-0.0133,0.063
491.3310,-0.0276,-0.0807,0.0794,0.117
491.3360,0.1008,-0.0587,-0.3247,0.345
491.3420,-0.1609,0.0937,0.1455,0.236
491.3470,0.1014,-0.1088,0.0802,0.169
491.3510,0.0979,-0.0793,0.0724,0.145
491.3560,0.1044,-0.0954,-0.3909,0.416
491.3610,-0.1478,0.1618,0.0632,0.228
491.3660,0.0929,-0.0341,0.1956,0.219
491.3710,0.0967,-0.0646,0.1275,0.173
491.3760,0.0700,-0.0761,-0.3885,0.402
491.3810,-0.0776,0.0693,0.0870,0.136
491.3860,0.0819,-0.0143,0.3283,0.339
491.3960,0.1190,-0.0261,-0.0114,0.122
491.3970,0.0757,-0.0497,-0.4811,0.490
491.4020,-0.1288,0.0670,0.2039,0.250
491.4050,0.0360,0.0214,0.3805,0.383
491.4110,0.0860,-0.0552,-0.0621,0.120
491.4150,0.0383,0.0022,-0.1553,0.160
491.4200,-0.1218,0.0907,0.2034,0.254
491.4250,0.0384,0.0809,0.1864,0.207
491.4300,0.0982,-0.0698,-0.0815,0.145
491.4340,-0.0306,-0.0340,-0.2056,0.211
491.4390,-0.2334,0.1143,0.1555,0.303
491.4450,-0.1256,0.1428,0.1529,0.244
491.4490,0.0011,-0.0843,-0.0648,0.106
491.4540,0.0228,-0.0173,-0.0814,0.086
491.4590,-0.0943,0.0856,-0.0048,0.127
491.4640,-0.0083,0.1190,0.0549,0.131
491.4690,0.0367,-0.0695,0.0687,0.104
491.4760,0.0293,-0.0381,-0.0885,0.101
491.4790,-0.2247,0.0501,-0.0332,0.233
491.4840,-0.0567,0.0830,0.1641,0.192
491.4890,-0.0231,-0.1526,0.0844,0.176
491.4940,0.0127,-0.0612,-0.0753,0.098
491.4990,-0.1557,-0.0203,-0.1981,0.253
491.5030,-0.1237,0.0559,0.2354,0.272
491.5110,0.1237,-0.0562,0.0698,0.153
491.5160,0.0871,-0.0344,-0.1183,0.151
491.5190,-0.0011,0.1106,-0.2312,0.256
491.5240,-0.0707,0.0531,0.4598,0.468
491.5320,0.1882,-0.0778,0.0027,0.204
491.5340,0.0614,-0.0539,-0.2028,0.219
491.5380,-0.0315,0.0536,-0.1691,0.180
491.5440,-0.0343,0.1157,0.3831,0.402
491.5480,0.1807,-0.0876,-0.0953,0.222
491.5520,0.1161,-0.0710,-0.0856,0.161
491.5590,0.0873,-0.0327,-0.2409,0.258
491.5630,-0.1281,0.1442,0.3450,0.395
491.5670,0.1206,-0.0568,-0.1645,0.212
491.5720,0.0441,-0.1188,-0.0520,0.137
491.5790,0.0990,-0.0230,-0.1499,0.181
491.5820,-0.1185,0.1061,0.2374,0.286
491.5880,0.0921,-0.0852,-0.1452,0.192
491.5950,0.0036,-0.0157,-0.0064,0.017
491.6000,0.0992,-0.0205,-0.2287,0.250
491.6020,-0.0706,0.1660,0.1253,0.220
491.6080,0.0681,-0.0302,-0.1019,0.126
491.6130,0.0343,-0.0323,-0.0014,0.047
491.6170,0.1008,-0.0321,-0.1746,0.204
491.6210,-0.0922,0.1651,0.0547,0.197
491.6270,0.0509,-0.0616,-0.1546,0.174
491.6320,0.0266,-0.1109,0.1124,0.160
491.6360,0.1047,-0.0862,-0.1139,0.177
491.6430,-0.0337,0.1542,-0.0608,0.169
491.6470,0.0306,-0.0084,0.0275,0.042
491.6560,0.0230,-0.1080,0.1341,0.174
491.6560,-0.0270,-0.0858,-0.1328,0.160
491.6610,-0.0503,0.1118,-0.0581,0.136
491.6670,0.0472,-0.0694,0.1251,0.151
491.6710,0.0466,-0.0286,0.1572,0.166
491.6770,-0.0296,-0.0711,-0.3637,0.372
491.6800,-0.2001,0.1288,0.1471,0.280
491.6850,0.0979,-0.0835,0.2194,0.254
491.6900,0.1085,-0.0259,0.1868,0.218
491.6960,0.0722,-0.0115,-0.2775,0.287
491.7000,-0.1776,0.0503,0.1590,0.244
491.7050,0.0610,-0.0071,0.2099,0.219
491.7120,0.1031,-0.1067,0.0587,0.160
491.7150,0.0122,-0.0253,-0.2503,0.252
491.7200,-0.2036,0.1030,0.1742,0.287
491.7260,-0.0240,0.1283,0.2297,0.264
491.7300,0.0758,-0.0436,-0.0665,0.110
491.7350,0.0185,-0.0837,-0.1039,0.135
491.7390,-0.0883,0.0760,0.1936,0.226
491.7460,0.0548,0.1560,0.2347,0.287
491.7500,0.0613,-0.0233,-0.0947,0.115
491.7540,-0.1075,-0.0137,-0.0133,0.109
491.7600,-0.1587,0.0458,0.0224,0.167
491.7640,-0.1195,0.1594,0.1717,0.263
491.7690,0.0998,-0.0222,-0.1666,0.196
491.7740,-0.0410,-0.0506,-0.0798,0.103
491.7850,-0.1069,0.0424,0.0205,0.117
491.7880,-0.1581,0.1180,0.1390,0.241
491.7900,0.1019,-0.0585,-0.1944,0.227
491.7950,0.0347,-0.0817,-0.0884,0.125
491.8000,-0.0769,0.0210,0.0571,0.098
491.8070,-0.1451,0.1062,-0.0217,0.181
491.8110,0.0008,-0.0798,-0.0547,0.097
491.8130,0.0409,-0.0672,0.0312,0.085
491.8180,0.0786,-0.0003,-0.1376,0.158
491.8230,-0.0169,0.0520,0.0866,0.102
491.8350,0.1065,-0.1834,-0.0517,0.218
491.8350,0.0722,-0.0964,0.0508,0.131
491.8380,0.0338,0.0846,-0.2510,0.267
491.8440,-0.0566,0.1076,0.0856,0.149
491.8480,0.1120,-0.1353,-0.0480,0.182
491.8520,0.0494,-0.0653,0.1162,0.142
491.8570,0.0872,0.0088,-0.3783,0.388
491.8640,-0.0961,0.1131,0.1943,0.245
491.8670,0.1750,-0.1987,-0.0233,0.266
491.8720,0.0974,-0.1188,0.0007,0.154
491.8780,0.1562,-0.0253,-0.4502,0.477
491.8820,-0.1440,0.1387,0.3010,0.361
491.8870,0.0920,-0.0333,-0.0076,0.098
491.8920,-0.0132,-0.0331,0.0162,0.039
491.8980,0.1152,0.0003,-0.3944,0.411
491.9020,-0.0591,0.1166,0.2282,0.263
491.9070,0.0908,-0.0102,0.1124,0.145
491.9140,0.0520,-0.0409,-0.0760,0.101
491.9170,-0.0051,-0.0644,-0.3032,0.310
491.9210,-0.1474,0.1094,0.2190,0.286
491.9270,0.0317,0.0562,0.1056,0.124
491.9310,0.0551,-0.0035,0.0241,0.060
491.9360,0.0168,-0.0416,-0.2609,0.265
491.9410,-0.2206,0.0418,0.2230,0.316
491.9470,0.0114,-0.0107,0.1927,0.193
491.9550,-0.0504,-0.0343,0.0914,0.110
491.9560,-0.0451,-0.0125,-0.3436,0.347
491.9610,-0.2417,0.0612,0.2074,0.324
491.9650,0.0189,0.0630,0.2199,0.230
491.9700,0.0922,-0.0538,-0.0975,0.145
491.9760,0.0062,-0.0366,-0.1109,0.117
491.9810,-0.1575,0.1179,0.1914,0.274
491.9850,0.0027,0.0316,0.1209,0.125
491.9900,0.0999,-0.1347,-0.0675,0.181
491.9970,0.0421,-0.2048,-0.0053,0.209
492.0000,-0.1409,0.0959,0.0968,0.196
492.0050,-0.0093,0.1046,0.0248,0.108
492.0120,0.0736,-0.0457,0.0175,0.088
492.0170,0.0682,-0.1474,-0.0396,0.167
492.0200,-0.1363,0.1149,0.0865,0.198
492.0250,0.0476,0.0617,0.0549,0.095
492.0330,0.0613,-0.0718,0.1446,0.173
492.0360,0.0300,-0.0737,-0.0962,0.125
492.0390,-0.0603,0.0005,-0.1144,0.129
492.0440,0.0041,0.0478,0.2876,0.292
492.0490,0.1035,-0.0690,0.0289,0.128
492.0540,0.0078,0.0335,-0.0995,0.105
492.0590,0.0126,0.0783,-0.1509,0.170
492.0640,-0.0280,0.1037,0.3036,0.322
492.0690,0.1193,-0.0538,0.0211,0.133
492.0740,0.0568,-0.0060,-0.0764,0.095
492.0790,-0.0382,0.0605,-0.1991,0.212
492.0830,-0.1210,0.0672,0.2368,0.274
492.0890,0.1099,-0.0828,0.0212,0.139
492.0960,0.0806,-0.0087,-0.0857,0.118
492.0990,0.0162,0.0246,-0.2345,0.236
492.1030,-0.1452,0.1289,0.3108,0.366
492.1090,0.0979,-0.0549,-0.1094,0.157
492.1170,0.0710,-0.0046,-0.1512,0.167
492.1180,-0.0052,-0.0046,-0.3065,0.307
492.1230,-0.1761,0.1117,0.2513,0.327
492.1300,0.0864,-0.0695,-0.0759,0.134
492.1330,0.0122,-0.0286,-0.0776,0.084
492.1370,0.0787,-0.0141,-0.2241,0.238
492.1490,-0.1237,0.0881,0.2096,0.259
492.1490,0.0315,-0.0312,-0.0792,0.091
492.1570,-0.0590,-0.0546,-0.0596,0.100
492.1580,-0.0109,-0.0684,-0.1825,0.195
492.1640,-0.0678,0.0698,0.1370,0.168
492.1680,0.0369,-0.1111,-0.1109,0.161
492.1720,-0.0512,-0.0058,0.0253,0.057
492.1790,0.0844,-0.0699,-0.2668,0.288
492.1830,-0.0089,0.0540,0.3452,0.350
492.1900,0.1335,-0.1363,-0.1156,0.223
492.1920,-0.0005,0.0166,-0.0648,0.067
492.1970,0.0876,-0.0310,-0.2138,0.233
492.2020,0.0345,0.0831,0.0728,0.116
492.2070,0.1860,-0.0909,-0.0916,0.226
492.2130,0.0847,-0.0522,0.2485,0.268
492.2170,0.0438,0.0121,-0.3634,0.366
492.2210,-0.1083,0.1092,0.0288,0.156
492.2260,0.0350,-0.0151,0.2706,0.273
492.2350,0.1341,-0.0151,0.1426,0.196
492.2370,-0.0329,-0.0174,-0.3285,0.331
492.2410,-0.0893,0.0469,-0.0481,0.112
492.2460,-0.1386,-0.0366,0.3391,0.368
492.2510,0.0356,-0.0173,0.1417,0.147
492.2550,-0.0643,0.0303,-0.4266,0.432
492.2600,-0.1492,0.1084,0.0871,0.204
492.2660,0.0939,-0.0040,0.3711,0.383
492.2710,0.1500,-0.0586,-0.0045,0.161
492.2750,0.0092,0.0534,-0.3604,0.364
492.2800,-0.3443,0.0487,0.0344,0.349
492.2850,-0.1195,0.0726,0.4263,0.449
492.2900,0.0669,-0.0709,-0.0737,0.122
492.2980,-0.1050,-0.0040,-0.3509,0.366
492.3000,-0.2790,0.0869,0.1538,0.330
492.3050,-0.0734,0.0224,0.3854,0.393
492.3100,0.0269,-0.1186,-0.0787,0.145
492.3150,-0.0303,0.0082,-0.1885,0.191
492.3200,-0.1162,0.0513,0.0197,0.129
492.3260,0.0200,-0.0109,0.3016,0.302
492.3290,0.0963,-0.2260,-0.0740,0.257
492.3340,-0.0806,-0.0992,-0.0882,0.155
492.3390,-0.2428,0.1375,-0.0068,0.279
492.3440,0.0417,0.0752,0.1366,0.161
492.3490,0.1130,-0.1637,0.0384,0.203
492.3540,0.0771,-0.0297,-0.0764,0.112
492.3590,-0.1164,0.1257,-0.1527,0.229
